,State,Year,Quarter,District_name,RegisteredUsers
1355,delhi,2020,3,south east delhi,1088989
1356,delhi,2020,3,north west,946954
1357,delhi,2020,3,new delhi,912051
1358,delhi,2020,3,central delhi,888536
1359,delhi,2020,3,north,763389
1360,delhi,2020,3,south west,739034
1361,delhi,2020,3,east,685955
1362,delhi,2020,3,south,651616
1363,delhi,2020,3,shahdara,543831
1364,delhi,2020,4,west,1451042
1365,delhi,2020,4,south east delhi,1174221
1366,delhi,2020,4,north west,1019187
1367,delhi,2020,4,new delhi,971715
1368,delhi,2020,4,central delhi,962750
1369,delhi,2020,4,north,827019
1370,delhi,2020,4,south west,792331
1371,delhi,2020,4,east,734091
1372,delhi,2020,4,south,699303
1373,delhi,2020,4,shahdara,591192
1374,delhi,2021,1,west,1559112
1375,delhi,2021,1,south east delhi,1260645
1376,delhi,2021,1,north west,1094464
1377,delhi,2021,1,new delhi,1039016
1378,delhi,2021,1,central delhi,1035060
1379,delhi,2021,1,north,890194
1380,delhi,2021,1,south west,849223
1381,delhi,2021,1,east,786308
1382,delhi,2021,1,south,749173
1383,delhi,2021,1,shahdara,636908
1384,delhi,2021,2,west,1666267
1385,delhi,2021,2,south east delhi,1346063
1386,delhi,2021,2,north west,1170137
1387,delhi,2021,2,new delhi,1108471
1388,delhi,2021,2,central delhi,1105640
1389,delhi,2021,2,north,952374
1390,delhi,2021,2,south west,906878
1391,delhi,2021,2,east,839185
1392,delhi,2021,2,south,799590
1393,delhi,2021,2,shahdara,681073
1394,delhi,2021,3,west,1785309
1395,delhi,2021,3,south east delhi,1441462
1396,delhi,2021,3,north west,1254464
1397,delhi,2021,3,new delhi,1185588
1398,delhi,2021,3,central delhi,1184217
1399,delhi,2021,3,north,1022251
1400,delhi,2021,3,south west,971552
1401,delhi,2021,3,east,898137
1402,delhi,2021,3,south,855177
1403,delhi,2021,3,shahdara,730209
1404,delhi,2021,4,west,1905278
1405,delhi,2021,4,south east delhi,1537814
1406,delhi,2021,4,north west,1339480
1407,delhi,2021,4,central delhi,1263911
1408,delhi,2021,4,new delhi,1263818
1409,delhi,2021,4,north,1093028
1410,delhi,2021,4,south west,1036466
1411,delhi,2021,4,east,957392
1412,delhi,2021,4,south,911399
1413,delhi,2021,4,shahdara,779798
1414,delhi,2022,1,west,2017435
1415,delhi,2022,1,south east delhi,1628157
1416,delhi,2022,1,north west,1419688
1417,delhi,2022,1,central delhi,1338465
1418,delhi,2022,1,new delhi,1336911
1419,delhi,2022,1,north,1159277
1420,delhi,2022,1,south west,1097016
1421,delhi,2022,1,east,1013024
1422,delhi,2022,1,south,963775
1423,delhi,2022,1,shahdara,826148
1424,delhi,2022,2,west,2124626
1425,delhi,2022,2,south east delhi,1714507
1426,delhi,2022,2,north west,1496002
1427,delhi,2022,2,central delhi,1409776
1428,delhi,2022,2,new delhi,1406687
1429,delhi,2022,2,north,1222605
1430,delhi,2022,2,south west,1155288
1431,delhi,2022,2,east,1066632
1432,delhi,2022,2,south,1013938
1433,delhi,2022,2,shahdara,870461
1434,delhi,2022,3,west,2235907
1435,delhi,2022,3,south east delhi,1804123
1436,delhi,2022,3,north west,1575473
1437,delhi,2022,3,central delhi,1483786
1438,delhi,2022,3,new delhi,1479669
1439,delhi,2022,3,north,1288507
1440,delhi,2022,3,south west,1215697
1441,delhi,2022,3,east,1121596
1442,delhi,2022,3,south,1065631
1443,delhi,2022,3,shahdara,917096
1444,delhi,2022,4,west,2348063
1445,delhi,2022,4,south east delhi,1894776
1446,delhi,2022,4,north west,1655730
1447,delhi,2022,4,central delhi,1558400
1448,delhi,2022,4,new delhi,1552874
1449,delhi,2022,4,north,1354521
1450,delhi,2022,4,south west,1275864
1451,delhi,2022,4,east,1177294
1452,delhi,2022,4,south,1117981
1453,delhi,2022,4,shahdara,963656
1454,delhi,2023,1,west,2453869
1455,delhi,2023,1,south east delhi,1980915
1456,delhi,2023,1,north west,1731494
1457,delhi,2023,1,central delhi,1629248
1458,delhi,2023,1,new delhi,1622600
1459,delhi,2023,1,north,1416994
1460,delhi,2023,1,south west,1333347
1461,delhi,2023,1,east,1230290
1462,delhi,2023,1,south,1167338
1463,delhi,2023,1,shahdara,1007880
1464,delhi,2023,2,west,2546575
1465,delhi,2023,2,south east delhi,2055408
1466,delhi,2023,2,north west,1798636
1467,delhi,2023,2,central delhi,1690547
1468,delhi,2023,2,new delhi,1682305
1469,delhi,2023,2,north,1471979
1470,delhi,2023,2,south west,1383364
1471,delhi,2023,2,east,1275831
1472,delhi,2023,2,south,1209741
1473,delhi,2023,2,shahdara,1046614
1474,goa,2018,1,north goa,57769
1475,goa,2018,1,south goa,34167
1476,goa,2018,2,north goa,76192
1477,goa,2018,2,south goa,45982
1478,goa,2018,3,north goa,95307
1479,goa,2018,3,south goa,58495
1480,goa,2018,4,north goa,121001
1481,goa,2018,4,south goa,74349
1482,goa,2019,1,north goa,147802
1483,goa,2019,1,south goa,90350
1484,goa,2019,2,north goa,173002
1485,goa,2019,2,south goa,105938
1486,goa,2019,3,north goa,197361
1487,goa,2019,3,south goa,119833
1488,goa,2019,4,north goa,220385
1489,goa,2019,4,south goa,133161
1490,goa,2020,1,north goa,244309
1491,goa,2020,1,south goa,147591
1492,goa,2020,2,north goa,267533
1493,goa,2020,2,south goa,163106
1494,goa,2020,3,north goa,294195
1495,goa,2020,3,south goa,180767
1496,goa,2020,4,north goa,326479
1497,goa,2020,4,south goa,201105
1498,goa,2021,1,north goa,352593
1499,goa,2021,1,south goa,217442
1500,goa,2021,2,north goa,376703
1501,goa,2021,2,south goa,232403
1502,goa,2021,3,north goa,403952
1503,goa,2021,3,south goa,249506
1504,goa,2021,4,north goa,430814
1505,goa,2021,4,south goa,266364
1506,goa,2022,1,north goa,456250
1507,goa,2022,1,south goa,282378
1508,goa,2022,2,north goa,480353
1509,goa,2022,2,south goa,297426
1510,goa,2022,3,north goa,504946
1511,goa,2022,3,south goa,312884
1512,goa,2022,4,north goa,527826
1513,goa,2022,4,south goa,327376
1514,goa,2023,1,north goa,550554
1515,goa,2023,1,south goa,341631
1516,goa,2023,2,north goa,571111
1517,goa,2023,2,south goa,354909
1518,gujarat,2018,1,ahmadabad,572811
1519,gujarat,2018,1,surat,489852
1520,gujarat,2018,1,vadodara,205722
1521,gujarat,2018,1,rajkot,133017
1522,gujarat,2018,1,gandhinagar,118201
1523,gujarat,2018,1,bharuch,101575
1524,gujarat,2018,1,kachchh,97838
1525,gujarat,2018,1,mahesana,97004
1526,gujarat,2018,1,banas kantha,93506
1527,gujarat,2018,1,bhavnagar,87683
1528,gujarat,2018,2,ahmadabad,751746
1529,gujarat,2018,2,surat,652372
1530,gujarat,2018,2,vadodara,271730
1531,gujarat,2018,2,rajkot,174778
1532,gujarat,2018,2,gandhinagar,155539
1533,gujarat,2018,2,bharuch,134500
1534,gujarat,2018,2,kachchh,128064
1535,gujarat,2018,2,mahesana,127614
1536,gujarat,2018,2,banas kantha,125849
1537,gujarat,2018,2,bhavnagar,115812
1538,gujarat,2018,3,ahmadabad,919252
1539,gujarat,2018,3,surat,808005
1540,gujarat,2018,3,vadodara,335125
1541,gujarat,2018,3,rajkot,215459
1542,gujarat,2018,3,gandhinagar,190882
1543,gujarat,2018,3,bharuch,169322
1544,gujarat,2018,3,banas kantha,159591
1545,gujarat,2018,3,kachchh,158762
1546,gujarat,2018,3,mahesana,157274
1547,gujarat,2018,3,bhavnagar,141243
1548,gujarat,2018,4,ahmadabad,1212636
1549,gujarat,2018,4,surat,998807
1550,gujarat,2018,4,vadodara,421895
1551,gujarat,2018,4,rajkot,260602
1552,gujarat,2018,4,gandhinagar,242368
1553,gujarat,2018,4,bharuch,211843
1554,gujarat,2018,4,banas kantha,197774
1555,gujarat,2018,4,kachchh,195295
1556,gujarat,2018,4,mahesana,192493
1557,gujarat,2018,4,bhavnagar,173699
1558,gujarat,2019,1,ahmadabad,1450100
1559,gujarat,2019,1,surat,1180819
1560,gujarat,2019,1,vadodara,502520
1561,gujarat,2019,1,rajkot,304415
1562,gujarat,2019,1,gandhinagar,291858
1563,gujarat,2019,1,bharuch,252826
1564,gujarat,2019,1,banas kantha,239613
1565,gujarat,2019,1,kachchh,231871
1566,gujarat,2019,1,mahesana,230403
1567,gujarat,2019,1,valsad,209477
1568,gujarat,2019,2,ahmadabad,1656341
1569,gujarat,2019,2,surat,1338584
1570,gujarat,2019,2,vadodara,572031
1571,gujarat,2019,2,rajkot,345178
1572,gujarat,2019,2,gandhinagar,333056
1573,gujarat,2019,2,bharuch,284296
1574,gujarat,2019,2,banas kantha,271379
1575,gujarat,2019,2,kachchh,261458
1576,gujarat,2019,2,mahesana,259949
1577,gujarat,2019,2,valsad,238764
1578,gujarat,2019,3,ahmadabad,1848860
1579,gujarat,2019,3,surat,1481391
1580,gujarat,2019,3,vadodara,637678
1581,gujarat,2019,3,rajkot,384852
1582,gujarat,2019,3,gandhinagar,372464
1583,gujarat,2019,3,bharuch,315856
1584,gujarat,2019,3,banas kantha,301373
1585,gujarat,2019,3,mahesana,286652
1586,gujarat,2019,3,kachchh,285519
1587,gujarat,2019,3,valsad,266134
1588,gujarat,2019,4,ahmadabad,2015947
1589,gujarat,2019,4,surat,1624077
1590,gujarat,2019,4,vadodara,700817
1591,gujarat,2019,4,rajkot,426178
1592,gujarat,2019,4,gandhinagar,408526
1593,gujarat,2019,4,bharuch,350619
1594,gujarat,2019,4,banas kantha,339582
1595,gujarat,2019,4,mahesana,316985
1596,gujarat,2019,4,kachchh,314732
1597,gujarat,2019,4,valsad,296977
1598,gujarat,2020,1,ahmadabad,2185983
1599,gujarat,2020,1,surat,1772703
1600,gujarat,2020,1,vadodara,763969
1601,gujarat,2020,1,rajkot,469636
1602,gujarat,2020,1,gandhinagar,445290
1603,gujarat,2020,1,banas kantha,386212
1604,gujarat,2020,1,bharuch,384819
1605,gujarat,2020,1,mahesana,349897
1606,gujarat,2020,1,kachchh,347270
1607,gujarat,2020,1,valsad,330053
1608,gujarat,2020,2,ahmadabad,2384154
1609,gujarat,2020,2,surat,1935894
1610,gujarat,2020,2,vadodara,830759
1611,gujarat,2020,2,rajkot,522650
1612,gujarat,2020,2,gandhinagar,488351
1613,gujarat,2020,2,banas kantha,446603
1614,gujarat,2020,2,bharuch,423017
1615,gujarat,2020,2,mahesana,389562
1616,gujarat,2020,2,kachchh,385480
1617,gujarat,2020,2,valsad,372771
1618,gujarat,2020,3,ahmadabad,2580178
1619,gujarat,2020,3,surat,2092712
1620,gujarat,2020,3,vadodara,901492
1621,gujarat,2020,3,rajkot,573062
1622,gujarat,2020,3,gandhinagar,529771
1623,gujarat,2020,3,banas kantha,501471
1624,gujarat,2020,3,bharuch,462292
1625,gujarat,2020,3,mahesana,427950
1626,gujarat,2020,3,kachchh,423729
1627,gujarat,2020,3,valsad,410740
1628,gujarat,2020,4,ahmadabad,2787991
1629,gujarat,2020,4,surat,2278232
1630,gujarat,2020,4,vadodara,980658
1631,gujarat,2020,4,rajkot,627654
1632,gujarat,2020,4,gandhinagar,572461
1633,gujarat,2020,4,banas kantha,551645
1634,gujarat,2020,4,bharuch,508005
1635,gujarat,2020,4,kachchh,466855
1636,gujarat,2020,4,mahesana,464932
1637,gujarat,2020,4,valsad,452628
1638,gujarat,2021,1,ahmadabad,2999575
1639,gujarat,2021,1,surat,2458596
1640,gujarat,2021,1,vadodara,1053954
1641,gujarat,2021,1,rajkot,677301
1642,gujarat,2021,1,gandhinagar,615315
1643,gujarat,2021,1,banas kantha,598384
1644,gujarat,2021,1,bharuch,548541
1645,gujarat,2021,1,kachchh,505517
1646,gujarat,2021,1,mahesana,500511
1647,gujarat,2021,1,valsad,489062
1648,gujarat,2021,2,ahmadabad,3209841
1649,gujarat,2021,2,surat,2633443
1650,gujarat,2021,2,vadodara,1127636
1651,gujarat,2021,2,rajkot,726817
1652,gujarat,2021,2,gandhinagar,658428
1653,gujarat,2021,2,banas kantha,645073
1654,gujarat,2021,2,bharuch,588777
1655,gujarat,2021,2,kachchh,543585
1656,gujarat,2021,2,mahesana,536645
1657,gujarat,2021,2,valsad,524614
1658,gujarat,2021,3,ahmadabad,3445024
1659,gujarat,2021,3,surat,2830392
1660,gujarat,2021,3,vadodara,1210266
1661,gujarat,2021,3,rajkot,782611
1662,gujarat,2021,3,gandhinagar,706654
1663,gujarat,2021,3,banas kantha,698841
1664,gujarat,2021,3,bharuch,634589
1665,gujarat,2021,3,kachchh,587589
1666,gujarat,2021,3,mahesana,578072
1667,gujarat,2021,3,valsad,565423
1668,gujarat,2021,4,ahmadabad,3679243
1669,gujarat,2021,4,surat,3026960
1670,gujarat,2021,4,vadodara,1292097
1671,gujarat,2021,4,rajkot,837869
1672,gujarat,2021,4,gandhinagar,754369
1673,gujarat,2021,4,banas kantha,751116
1674,gujarat,2021,4,bharuch,679705
1675,gujarat,2021,4,kachchh,630878
1676,gujarat,2021,4,mahesana,618376
1677,gujarat,2021,4,valsad,605655
1678,gujarat,2022,1,ahmadabad,3897869
1679,gujarat,2022,1,surat,3210535
1680,gujarat,2022,1,vadodara,1368210
1681,gujarat,2022,1,rajkot,889499
1682,gujarat,2022,1,banas kantha,802470
1683,gujarat,2022,1,gandhinagar,799301
1684,gujarat,2022,1,bharuch,722367
1685,gujarat,2022,1,kachchh,671465
1686,gujarat,2022,1,mahesana,656908
1687,gujarat,2022,1,valsad,643742
1688,gujarat,2022,2,ahmadabad,4105172
1689,gujarat,2022,2,surat,3385398
1690,gujarat,2022,2,vadodara,1440949
1691,gujarat,2022,2,rajkot,937863
1692,gujarat,2022,2,banas kantha,849884
1693,gujarat,2022,2,gandhinagar,841732
1694,gujarat,2022,2,bharuch,762752
1695,gujarat,2022,2,kachchh,709339
1696,gujarat,2022,2,mahesana,692794
1697,gujarat,2022,2,valsad,679340
1698,gujarat,2022,3,ahmadabad,4319512
1699,gujarat,2022,3,surat,3567767
1700,gujarat,2022,3,vadodara,1515556
1701,gujarat,2022,3,rajkot,986904
1702,gujarat,2022,3,banas kantha,896869
1703,gujarat,2022,3,gandhinagar,885535
1704,gujarat,2022,3,bharuch,803845
1705,gujarat,2022,3,kachchh,747079
1706,gujarat,2022,3,mahesana,729723
1707,gujarat,2022,3,valsad,716467
1708,gujarat,2022,4,ahmadabad,4530853
1709,gujarat,2022,4,surat,3747780
1710,gujarat,2022,4,vadodara,1587831
1711,gujarat,2022,4,rajkot,1033159
1712,gujarat,2022,4,banas kantha,939693
1713,gujarat,2022,4,gandhinagar,927585
1714,gujarat,2022,4,bharuch,842519
1715,gujarat,2022,4,kachchh,781383
1716,gujarat,2022,4,mahesana,763693
1717,gujarat,2022,4,valsad,751767
1718,gujarat,2023,1,ahmadabad,4734630
1719,gujarat,2023,1,surat,3919829
1720,gujarat,2023,1,vadodara,1658232
1721,gujarat,2023,1,rajkot,1079736
1722,gujarat,2023,1,banas kantha,985280
1723,gujarat,2023,1,gandhinagar,968586
1724,gujarat,2023,1,bharuch,881508
1725,gujarat,2023,1,kachchh,817441
1726,gujarat,2023,1,mahesana,798353
1727,gujarat,2023,1,valsad,786811
1728,gujarat,2023,2,ahmadabad,4913610
1729,gujarat,2023,2,surat,4076929
1730,gujarat,2023,2,vadodara,1721431
1731,gujarat,2023,2,rajkot,1123115
1732,gujarat,2023,2,banas kantha,1030499
1733,gujarat,2023,2,gandhinagar,1005603
1734,gujarat,2023,2,bharuch,917746
1735,gujarat,2023,2,kachchh,853047
1736,gujarat,2023,2,mahesana,831177
1737,gujarat,2023,2,valsad,818831
1738,haryana,2018,1,gurugram,474081
1739,haryana,2018,1,faridabad,231504
1740,haryana,2018,1,hisar,113872
1741,haryana,2018,1,rewari,85350
1742,haryana,2018,1,sonipat,79638
1743,haryana,2018,1,panipat,74739
1744,haryana,2018,1,karnal,73612
1745,haryana,2018,1,sirsa,70800
1746,haryana,2018,1,rohtak,62452
1747,haryana,2018,1,bhiwani,57585
1748,haryana,2018,2,gurugram,621718
1749,haryana,2018,2,faridabad,306358
1750,haryana,2018,2,hisar,147599
1751,haryana,2018,2,rewari,113056
1752,haryana,2018,2,sonipat,106837
1753,haryana,2018,2,panipat,101243
1754,haryana,2018,2,karnal,98276
1755,haryana,2018,2,sirsa,91908
1756,haryana,2018,2,rohtak,82822
1757,haryana,2018,2,bhiwani,75485
1758,haryana,2018,3,gurugram,767369
1759,haryana,2018,3,faridabad,383316
1760,haryana,2018,3,hisar,176380
1761,haryana,2018,3,rewari,138368
1762,haryana,2018,3,sonipat,132705
1763,haryana,2018,3,panipat,124290
1764,haryana,2018,3,karnal,121471
1765,haryana,2018,3,sirsa,109165
1766,haryana,2018,3,rohtak,101649
1767,haryana,2018,3,ambala,92472
1768,haryana,2018,4,gurugram,967781
1769,haryana,2018,4,faridabad,521996
1770,haryana,2018,4,hisar,210671
1771,haryana,2018,4,rewari,172035
1772,haryana,2018,4,sonipat,165599
1773,haryana,2018,4,panipat,153137
1774,haryana,2018,4,karnal,149062
1775,haryana,2018,4,sirsa,127874
1776,haryana,2018,4,rohtak,124365
1777,haryana,2018,4,jhajjar,114488
1778,haryana,2019,1,gurugram,1159832
1779,haryana,2019,1,faridabad,634024
1780,haryana,2019,1,hisar,245236
1781,haryana,2019,1,rewari,207051
1782,haryana,2019,1,sonipat,199593
1783,haryana,2019,1,panipat,181548
1784,haryana,2019,1,karnal,177042
1785,haryana,2019,1,rohtak,147392
1786,haryana,2019,1,sirsa,146936
1787,haryana,2019,1,palwal,141953
1788,haryana,2019,2,gurugram,1307319
1789,haryana,2019,2,faridabad,716593
1790,haryana,2019,2,hisar,277720
1791,haryana,2019,2,rewari,238349
1792,haryana,2019,2,sonipat,230883
1793,haryana,2019,2,panipat,208172
1794,haryana,2019,2,karnal,204255
1795,haryana,2019,2,rohtak,169372
1796,haryana,2019,2,palwal,165665
1797,haryana,2019,2,sirsa,163468
1798,haryana,2019,3,gurugram,1447473
1799,haryana,2019,3,faridabad,792884
1800,haryana,2019,3,hisar,308179
1801,haryana,2019,3,rewari,266893
1802,haryana,2019,3,sonipat,261554
1803,haryana,2019,3,panipat,235346
1804,haryana,2019,3,karnal,230603
1805,haryana,2019,3,rohtak,190137
1806,haryana,2019,3,palwal,188217
1807,haryana,2019,3,jhajjar,185095
1808,haryana,2019,4,gurugram,1574240
1809,haryana,2019,4,faridabad,862595
1810,haryana,2019,4,hisar,339753
1811,haryana,2019,4,rewari,294161
1812,haryana,2019,4,sonipat,291479
1813,haryana,2019,4,panipat,262435
1814,haryana,2019,4,karnal,255280
1815,haryana,2019,4,rohtak,209750
1816,haryana,2019,4,palwal,209434
1817,haryana,2019,4,jhajjar,206377
1818,haryana,2020,1,gurugram,1700505
1819,haryana,2020,1,faridabad,935992
1820,haryana,2020,1,hisar,382469
1821,haryana,2020,1,sonipat,325111
1822,haryana,2020,1,rewari,323001
1823,haryana,2020,1,panipat,293916
1824,haryana,2020,1,karnal,283270
1825,haryana,2020,1,palwal,233542
1826,haryana,2020,1,rohtak,231317
1827,haryana,2020,1,jhajjar,230059
1828,haryana,2020,2,gurugram,1809777
1829,haryana,2020,2,faridabad,1010271
1830,haryana,2020,2,hisar,417164
1831,haryana,2020,2,sonipat,362890
1832,haryana,2020,2,rewari,354024
1833,haryana,2020,2,panipat,324833
1834,haryana,2020,2,karnal,313828
1835,haryana,2020,2,palwal,259528
1836,haryana,2020,2,jhajjar,256581
1837,haryana,2020,2,rohtak,254647
1838,haryana,2020,3,gurugram,1949331
1839,haryana,2020,3,faridabad,1094570
1840,haryana,2020,3,hisar,453910
1841,haryana,2020,3,sonipat,402001
1842,haryana,2020,3,rewari,388025
1843,haryana,2020,3,panipat,357830
1844,haryana,2020,3,karnal,344289
1845,haryana,2020,3,palwal,285223
1846,haryana,2020,3,jhajjar,284852
1847,haryana,2020,3,rohtak,280325
1848,haryana,2020,4,gurugram,2104240
1849,haryana,2020,4,faridabad,1182635
1850,haryana,2020,4,hisar,490971
1851,haryana,2020,4,sonipat,441088
1852,haryana,2020,4,rewari,421106
1853,haryana,2020,4,panipat,391952
1854,haryana,2020,4,karnal,374733
1855,haryana,2020,4,jhajjar,313144
1856,haryana,2020,4,palwal,310698
1857,haryana,2020,4,rohtak,305922
1858,haryana,2021,1,gurugram,2262589
1859,haryana,2021,1,faridabad,1272506
1860,haryana,2021,1,hisar,526528
1861,haryana,2021,1,sonipat,475192
1862,haryana,2021,1,rewari,453500
1863,haryana,2021,1,panipat,423131
1864,haryana,2021,1,karnal,402850
1865,haryana,2021,1,jhajjar,337303
1866,haryana,2021,1,palwal,335048
1867,haryana,2021,1,rohtak,329147
1868,haryana,2021,2,gurugram,2416391
1869,haryana,2021,2,faridabad,1360855
1870,haryana,2021,2,hisar,564047
1871,haryana,2021,2,sonipat,510058
1872,haryana,2021,2,rewari,485784
1873,haryana,2021,2,panipat,454218
1874,haryana,2021,2,karnal,432042
1875,haryana,2021,2,jhajjar,362160
1876,haryana,2021,2,palwal,359544
1877,haryana,2021,2,rohtak,353305
1878,haryana,2021,3,gurugram,2589324
1879,haryana,2021,3,faridabad,1459758
1880,haryana,2021,3,hisar,606513
1881,haryana,2021,3,sonipat,549613
1882,haryana,2021,3,rewari,522734
1883,haryana,2021,3,panipat,489226
1884,haryana,2021,3,karnal,464990
1885,haryana,2021,3,jhajjar,390612
1886,haryana,2021,3,palwal,387557
1887,haryana,2021,3,rohtak,380370
1888,haryana,2021,4,gurugram,2764490
1889,haryana,2021,4,faridabad,1559756
1890,haryana,2021,4,hisar,648827
1891,haryana,2021,4,sonipat,588700
1892,haryana,2021,4,rewari,559494
1893,haryana,2021,4,panipat,523678
1894,haryana,2021,4,karnal,497166
1895,haryana,2021,4,jhajjar,418950
1896,haryana,2021,4,palwal,415495
1897,haryana,2021,4,rohtak,407245
1898,haryana,2022,1,gurugram,2929873
1899,haryana,2022,1,faridabad,1654074
1900,haryana,2022,1,hisar,689980
1901,haryana,2022,1,sonipat,626016
1902,haryana,2022,1,rewari,595001
1903,haryana,2022,1,panipat,556104
1904,haryana,2022,1,karnal,527415
1905,haryana,2022,1,jhajjar,445888
1906,haryana,2022,1,palwal,441872
1907,haryana,2022,1,rohtak,432623
1908,haryana,2022,2,gurugram,3088176
1909,haryana,2022,2,faridabad,1743764
1910,haryana,2022,2,hisar,727942
1911,haryana,2022,2,sonipat,661278
1912,haryana,2022,2,rewari,628614
1913,haryana,2022,2,panipat,587006
1914,haryana,2022,2,karnal,555939
1915,haryana,2022,2,jhajjar,471357
1916,haryana,2022,2,palwal,466861
1917,haryana,2022,2,rohtak,456537
1918,haryana,2022,3,gurugram,3251792
1919,haryana,2022,3,faridabad,1837594
1920,haryana,2022,3,hisar,766206
1921,haryana,2022,3,sonipat,697349
1922,haryana,2022,3,rewari,663418
1923,haryana,2022,3,panipat,618937
1924,haryana,2022,3,karnal,584928
1925,haryana,2022,3,jhajjar,497580
1926,haryana,2022,3,palwal,492837
1927,haryana,2022,3,rohtak,481082
1928,haryana,2022,4,gurugram,3416098
1929,haryana,2022,4,faridabad,1930743
1930,haryana,2022,4,hisar,801156
1931,haryana,2022,4,sonipat,731324
1932,haryana,2022,4,rewari,696113
1933,haryana,2022,4,panipat,649292
1934,haryana,2022,4,karnal,611868
1935,haryana,2022,4,jhajjar,521692
1936,haryana,2022,4,palwal,516553
1937,haryana,2022,4,rohtak,504058
1938,haryana,2023,1,gurugram,3572322
1939,haryana,2023,1,faridabad,2018956
1940,haryana,2023,1,hisar,846309
1941,haryana,2023,1,sonipat,764865
1942,haryana,2023,1,rewari,728428
1943,haryana,2023,1,panipat,679052
1944,haryana,2023,1,karnal,638547
1945,haryana,2023,1,jhajjar,545862
1946,haryana,2023,1,palwal,540064
1947,haryana,2023,1,rohtak,527046
1948,haryana,2023,2,gurugram,3707352
1949,haryana,2023,2,faridabad,2097648
1950,haryana,2023,2,hisar,879031
1951,haryana,2023,2,sonipat,796213
1952,haryana,2023,2,rewari,757958
1953,haryana,2023,2,panipat,706703
1954,haryana,2023,2,karnal,664313
1955,haryana,2023,2,jhajjar,568479
1956,haryana,2023,2,palwal,562608
1957,haryana,2023,2,rohtak,547825
1958,himachal-pradesh,2018,1,solan,50035
1959,himachal-pradesh,2018,1,kangra,39016
1960,himachal-pradesh,2018,1,shimla,28214
1961,himachal-pradesh,2018,1,mandi,26238
1962,himachal-pradesh,2018,1,sirmaur,15880
1963,himachal-pradesh,2018,1,hamirpur,15614
1964,himachal-pradesh,2018,1,kullu,15318
1965,himachal-pradesh,2018,1,una,13234
1966,himachal-pradesh,2018,1,bilaspur,11975
1967,himachal-pradesh,2018,1,chamba,8678
1968,himachal-pradesh,2018,2,solan,68950
1969,himachal-pradesh,2018,2,kangra,54828
1970,himachal-pradesh,2018,2,shimla,38590
1971,himachal-pradesh,2018,2,mandi,36126
1972,himachal-pradesh,2018,2,sirmaur,22379
1973,himachal-pradesh,2018,2,hamirpur,21374
1974,himachal-pradesh,2018,2,kullu,21077
1975,himachal-pradesh,2018,2,una,18691
1976,himachal-pradesh,2018,2,bilaspur,16531
1977,himachal-pradesh,2018,2,chamba,12259
1978,himachal-pradesh,2018,3,solan,88724
1979,himachal-pradesh,2018,3,kangra,71494
1980,himachal-pradesh,2018,3,shimla,49820
1981,himachal-pradesh,2018,3,mandi,45876
1982,himachal-pradesh,2018,3,sirmaur,28959
1983,himachal-pradesh,2018,3,hamirpur,27915
1984,himachal-pradesh,2018,3,kullu,26840
1985,himachal-pradesh,2018,3,una,24952
1986,himachal-pradesh,2018,3,bilaspur,21030
1987,himachal-pradesh,2018,3,chamba,16157
1988,himachal-pradesh,2018,4,solan,113278
1989,himachal-pradesh,2018,4,kangra,92887
1990,himachal-pradesh,2018,4,shimla,64640
1991,himachal-pradesh,2018,4,mandi,58526
1992,himachal-pradesh,2018,4,sirmaur,38194
1993,himachal-pradesh,2018,4,hamirpur,35979
1994,himachal-pradesh,2018,4,kullu,34719
1995,himachal-pradesh,2018,4,una,32451
1996,himachal-pradesh,2018,4,bilaspur,26517
1997,himachal-pradesh,2018,4,chamba,21538
1998,himachal-pradesh,2019,1,solan,139300
1999,himachal-pradesh,2019,1,kangra,115120
2000,himachal-pradesh,2019,1,shimla,80651
2001,himachal-pradesh,2019,1,mandi,72963
2002,himachal-pradesh,2019,1,sirmaur,47638
2003,himachal-pradesh,2019,1,hamirpur,44206
2004,himachal-pradesh,2019,1,kullu,43436
2005,himachal-pradesh,2019,1,una,40315
2006,himachal-pradesh,2019,1,bilaspur,32537
2007,himachal-pradesh,2019,1,chamba,27481
2008,himachal-pradesh,2019,2,solan,159989
2009,himachal-pradesh,2019,2,kangra,139517
2010,himachal-pradesh,2019,2,shimla,96928
2011,himachal-pradesh,2019,2,mandi,86701
2012,himachal-pradesh,2019,2,sirmaur,55409
2013,himachal-pradesh,2019,2,kullu,51977
2014,himachal-pradesh,2019,2,hamirpur,51669
2015,himachal-pradesh,2019,2,una,47644
2016,himachal-pradesh,2019,2,bilaspur,38131
2017,himachal-pradesh,2019,2,chamba,33377
2018,himachal-pradesh,2019,3,solan,178922
2019,himachal-pradesh,2019,3,kangra,160161
2020,himachal-pradesh,2019,3,shimla,110575
2021,himachal-pradesh,2019,3,mandi,98589
2022,himachal-pradesh,2019,3,sirmaur,62048
2023,himachal-pradesh,2019,3,kullu,59192
2024,himachal-pradesh,2019,3,hamirpur,58950
2025,himachal-pradesh,2019,3,una,54164
2026,himachal-pradesh,2019,3,bilaspur,43115
2027,himachal-pradesh,2019,3,chamba,37974
2028,himachal-pradesh,2019,4,solan,198962
2029,himachal-pradesh,2019,4,kangra,181133
2030,himachal-pradesh,2019,4,shimla,124960
2031,himachal-pradesh,2019,4,mandi,111017
2032,himachal-pradesh,2019,4,sirmaur,69583
